Samples	SBS1	SBS2	SBS3	SBS5	SBS6	SBS10a	SBS10b	SBS13	SBS29
TCGA-D8-A1JC-01A-11D-A13L-09	15	25	0	28	0	0	12	31	0
TCGA-D8-A1JD-01A-11D-A13L-09	10	8	84	0	0	0	0	5	0
TCGA-D8-A1JE-01A-11D-A13L-09	11	0	14	10	0	0	0	0	0
TCGA-D8-A1JF-01A-11D-A13L-09	4	0	0	26	14	0	0	0	0
TCGA-D8-A1JG-01B-11D-A13L-09	28	0	0	52	0	35	35	0	0
TCGA-D8-A1JH-01A-11D-A188-09	3	0	0	26	0	0	0	0	0
TCGA-D8-A1JI-01A-11D-A13L-09	1	0	0	24	11	0	0	0	0
TCGA-D8-A1JJ-01A-31D-A14K-09	5	23	0	18	16	0	8	11	0
TCGA-D8-A1JK-01A-11D-A13L-09	10	0	0	208	0	0	0	0	0
TCGA-D8-A1JL-01A-11D-A13L-09	9	0	71	41	0	0	0	0	0
TCGA-D8-A1JM-01A-11D-A13L-09	12	0	0	25	0	0	0	0	14
TCGA-D8-A1JN-01A-11D-A13L-09	12	82	0	0	0	0	49	51	0
TCGA-D8-A1JP-01A-11D-A13L-09	2	0	98	20	0	0	0	0	0
TCGA-D8-A1JS-01A-11D-A13L-09	10	0	0	15	0	0	0	0	0
TCGA-D8-A1JT-01A-31D-A13L-09	9	0	0	29	0	0	0	0	0
TCGA-D8-A1JU-01A-11D-A13L-09	5	0	0	12	0	0	0	0	0
TCGA-D8-A1X5-01A-11D-A14G-09	14	4	0	21	0	5	0	0	15
TCGA-D8-A1X6-01A-11D-A14K-09	1	0	0	21	16	0	0	0	0
TCGA-D8-A1X7-01A-11D-A14K-09	8	0	13	9	0	0	0	0	0
TCGA-D8-A1X8-01A-11D-A14K-09	8	0	0	22	0	0	0	0	17
TCGA-D8-A1X9-01A-12D-A159-09	8	0	65	0	0	0	0	0	22
TCGA-D8-A1XA-01A-11D-A14G-09	6	0	0	18	0	0	0	0	0
TCGA-D8-A1XB-01A-11D-A14G-09	8	4	0	25	0	0	0	0	0
TCGA-D8-A1XC-01A-11D-A14G-09	0	0	0	14	16	0	0	0	0
TCGA-D8-A1XF-01A-11D-A14G-09	15	0	0	12	0	0	13	0	15
TCGA-D8-A1XG-01A-11D-A14G-09	0	0	21	0	10	0	0	0	0
TCGA-D8-A1XJ-01A-11D-A14K-09	20	26	0	33	0	0	14	0	0
TCGA-D8-A1XK-01A-21D-A14K-09	114	0	0	1081	0	0	0	0	0
TCGA-D8-A1XL-01A-11D-A14K-09	12	0	63	26	0	0	0	0	0
TCGA-D8-A1XM-01A-21D-A14K-09	14	14	0	16	0	0	13	6	0
TCGA-D8-A1XO-01A-11D-A14K-09	6	5	17	0	0	0	0	0	0
TCGA-D8-A1XQ-01A-11D-A14K-09	198	0	0	734	0	0	0	0	0
TCGA-D8-A1XR-01A-11D-A14K-09	1	0	0	12	13	0	0	0	0
TCGA-D8-A1XS-01A-11D-A14K-09	6	4	0	0	0	0	5	0	10
TCGA-D8-A1XT-01A-11D-A14K-09	8	0	0	28	0	0	0	0	0
TCGA-D8-A1XU-01A-11D-A14K-09	5	6	0	17	0	0	0	0	0
TCGA-D8-A1XV-01A-11D-A14K-09	9	0	0	22	0	0	0	0	0
TCGA-D8-A1XW-01A-11D-A14K-09	12	0	84	18	0	0	0	0	0
TCGA-D8-A1XY-01A-11D-A14K-09	19	5	0	21	12	0	0	0	0
TCGA-D8-A1XZ-01A-11D-A14K-09	15	0	0	28	27	0	0	9	0
TCGA-D8-A1Y0-01A-11D-A14K-09	10	3	53	0	0	0	0	11	0
TCGA-D8-A1Y1-01A-21D-A14K-09	145	20	0	63	0	0	0	0	0
TCGA-D8-A1Y2-01A-11D-A159-09	9	5	0	4	0	0	0	2	0
TCGA-D8-A1Y3-01A-11D-A159-09	21	0	0	40	0	0	0	0	0
TCGA-D8-A27E-01A-11D-A16D-09	0	0	0	9	4	0	0	0	0
TCGA-D8-A27F-01A-11D-A16D-09	8	0	0	44	0	0	0	13	0
TCGA-D8-A27G-01A-11D-A16D-09	27	473	0	73	0	0	0	461	0
TCGA-D8-A27I-01A-11D-A16D-09	9	4	0	20	0	0	0	3	0
TCGA-D8-A27K-01A-11D-A16D-09	4	0	0	18	0	0	0	0	0
TCGA-D8-A27L-01A-11D-A16D-09	7	15	0	20	0	0	0	6	0
TCGA-D8-A27M-01A-11D-A16D-09	3	0	45	0	8	0	8	10	0
TCGA-D8-A27N-01A-11D-A16D-09	18	0	27	7	0	0	0	0	0
TCGA-D8-A27P-01A-11D-A16D-09	1	0	0	13	14	0	0	0	0
TCGA-D8-A27R-01A-11D-A16D-09	5	0	24	0	0	0	5	0	0
TCGA-D8-A27T-01A-11D-A16D-09	11	5	0	13	0	0	0	0	0
TCGA-D8-A27V-01A-12D-A17D-09	11	89	0	46	0	0	0	92	0
TCGA-D8-A27W-01A-11D-A16D-09	22	0	0	23	0	0	0	0	0
TCGA-D8-A3Z6-01A-11D-A23C-09	6	6	0	15	10	0	0	0	0
TCGA-D8-A4Z1-01A-21D-A25Q-09	3	22	0	13	0	0	12	23	0
TCGA-D8-A73U-01A-11D-A33E-09	10	87	0	38	0	0	17	36	0
TCGA-D8-A73W-01A-22D-A351-09	0	0	0	23	23	0	0	0	0
TCGA-D8-A73X-01A-11D-A32I-09	13	5	0	28	0	0	0	0	0
TCGA-E2-A10A-01A-21D-A10Y-09	1	3	0	10	0	0	0	0	7
TCGA-E2-A10C-01A-21D-A10M-09	17	221	0	27	0	0	0	185	0
TCGA-E2-A14N-01A-31D-A135-09	9	0	48	17	0	0	0	8	0
TCGA-E2-A14O-01A-31D-A10Y-09	13	0	0	10	0	0	9	0	0
TCGA-E2-A14P-01A-31D-A12B-09	26	18	0	41	0	0	0	10	0
TCGA-E2-A14Q-01A-11D-A12B-09	9	0	0	25	0	0	0	0	0
TCGA-E2-A14R-01A-11D-A10Y-09	13	0	72	38	0	0	0	15	0
TCGA-E2-A14T-01A-11D-A10Y-09	9	0	0	10	11	0	8	0	0
TCGA-E2-A14V-01A-11D-A12B-09	22	15	29	14	0	0	9	21	0
TCGA-E2-A14W-01A-11D-A12B-09	5	0	60	13	0	0	7	0	0
TCGA-E2-A14X-01A-11D-A10Y-09	18	6	0	14	0	0	0	0	0
TCGA-E2-A14Y-01A-21D-A12B-09	5	11	0	12	0	0	0	13	0
TCGA-E2-A14Z-01A-11D-A10Y-09	7	17	41	4	0	0	10	0	0
TCGA-E2-A150-01A-11D-A12B-09	11	0	32	21	15	0	0	0	0
TCGA-E2-A152-01A-11D-A12B-09	7	47	0	18	0	0	25	56	0
TCGA-E2-A153-01A-12D-A12B-09	13	3	0	8	0	0	0	0	0
TCGA-E2-A154-01A-11D-A10Y-09	22	0	0	0	0	0	11	0	19
TCGA-E2-A155-01A-11D-A12B-09	8	10	0	34	26	0	0	0	0
TCGA-E2-A156-01A-11D-A12B-09	7	0	14	1	0	0	0	0	0
TCGA-E2-A158-01A-11D-A12B-09	10	0	49	22	0	0	0	0	0
TCGA-E2-A159-01A-11D-A10Y-09	8	51	0	29	0	0	0	74	0
TCGA-E2-A15A-01A-11D-A12B-09	13	0	43	0	0	0	0	0	0
TCGA-E2-A15C-01A-31D-A12B-09	14	0	0	28	0	0	0	0	0
TCGA-E2-A15D-01A-11D-A10Y-09	5	0	0	14	8	0	0	0	0
TCGA-E2-A15E-01A-11D-A12B-09	13	0	0	23	0	0	0	5	0
TCGA-E2-A15G-01A-11D-A12B-09	14	0	0	54	0	0	0	0	0
TCGA-E2-A15H-01A-11D-A12B-09	4	0	0	13	17	0	0	0	0
TCGA-E2-A15I-01A-21D-A135-09	9	4	0	8	0	0	0	0	12
TCGA-E2-A15J-01A-11D-A12Q-09	4	0	0	15	7	0	0	0	0
TCGA-E2-A15K-01A-11D-A12Q-09	16	0	0	34	0	0	0	0	0
TCGA-E2-A15L-01A-11D-A12B-09	12	0	0	23	0	0	0	0	0
TCGA-E2-A15M-01A-11D-A12B-09	14	20	0	32	29	0	0	17	0
TCGA-E2-A15O-01A-11D-A10Y-09	10	0	17	8	0	0	0	0	0
TCGA-E2-A15P-01A-11D-A10Y-09	7	0	0	23	0	0	0	0	0
TCGA-E2-A15R-01A-11D-A10Y-09	13	0	0	28	0	0	0	0	0
TCGA-E2-A15S-01A-11D-A10Y-09	8	5	50	0	0	0	0	0	0
TCGA-E2-A15T-01A-11D-A10Y-09	17	0	0	23	0	0	0	0	0
TCGA-E2-A1AZ-01A-11D-A12Q-09	3	7	0	18	0	0	17	20	0
TCGA-E2-A1B0-01A-11D-A12Q-09	11	0	0	37	0	0	8	0	0
TCGA-E2-A1B1-01A-21D-A12Q-09	8	14	0	18	0	0	0	16	0
TCGA-E2-A1B4-01A-11D-A12Q-09	1	5	0	30	0	0	6	0	0
TCGA-E2-A1B5-01A-21D-A12Q-09	8	11	0	15	0	0	0	7	0
TCGA-E2-A1B6-01A-31D-A12Q-09	11	0	35	0	0	0	0	0	0
TCGA-E2-A1BC-01A-11D-A14G-09	6	0	0	19	0	0	0	0	12
TCGA-E2-A1BD-01A-11D-A12Q-09	11	0	0	24	0	0	0	0	0
TCGA-E2-A1IE-01A-11D-A188-09	7	0	0	11	0	0	0	0	10
TCGA-E2-A1IF-01A-11D-A142-09	2	0	0	15	0	0	0	0	0
TCGA-E2-A1IG-01A-11D-A142-09	19	0	27	0	0	0	0	0	0
TCGA-E2-A1IH-01A-11D-A188-09	13	15	0	31	0	0	0	23	0
TCGA-E2-A1II-01A-11D-A142-09	8	0	0	23	0	0	0	0	0
TCGA-E2-A1IJ-01A-11D-A142-09	2	0	0	15	0	0	0	0	0
TCGA-E2-A1IK-01A-11D-A17G-09	4	0	0	0	0	0	12	0	0
TCGA-E2-A1IL-01A-11D-A14G-09	1	0	0	8	7	0	5	0	11
TCGA-E2-A1IN-01A-11D-A13L-09	15	82	0	33	0	0	0	92	0
TCGA-E2-A1IO-01A-11D-A142-09	3	0	0	4	0	0	4	0	0
TCGA-E2-A1IU-01A-11D-A14G-09	2	0	0	19	0	0	10	0	0
TCGA-E2-A1L6-01A-11D-A13L-09	1	0	0	16	0	0	6	0	0
TCGA-E2-A1L7-01A-11D-A142-09	9	0	52	6	0	0	0	0	0
TCGA-E2-A1L8-01A-11D-A13L-09	4	0	0	29	0	0	0	0	0
TCGA-E2-A1L9-01A-11D-A13L-09	6	0	0	9	9	0	4	0	0
TCGA-E2-A1LA-01A-11D-A142-09	7	0	69	24	0	0	0	0	0
TCGA-E2-A1LB-01A-11D-A142-09	6	12	0	18	0	0	6	13	0
TCGA-E2-A1LG-01A-21D-A14K-09	10	48	0	26	0	0	0	93	0
TCGA-E2-A1LH-01A-11D-A14G-09	19	14	133	0	0	0	0	37	0
TCGA-E2-A1LI-01A-12D-A159-09	2	7	0	11	0	0	0	7	0
TCGA-E2-A1LK-01A-21D-A14G-09	30	0	0	16	0	0	7	0	0
TCGA-E2-A1LL-01A-11D-A142-09	7	0	65	0	0	0	0	0	0
TCGA-E2-A1LS-01A-12D-A159-09	10	0	57	3	0	0	0	0	0
TCGA-E2-A2P6-01A-11D-A19Y-09	16	72	0	36	0	0	18	31	0
TCGA-E2-A56Z-01A-12D-A29N-09	15	0	25	6	0	0	7	0	0
TCGA-E2-A570-01A-11D-A29N-09	8	0	0	20	0	0	0	0	0
TCGA-E2-A572-01A-13D-A31U-09	11	0	0	14	0	0	0	0	0
TCGA-E2-A573-01A-11D-A29N-09	11	0	0	59	0	0	0	0	0
TCGA-E2-A574-01A-11D-A29N-09	18	28	0	47	0	0	16	38	0
TCGA-E2-A576-01A-11D-A31U-09	18	0	28	9	0	0	7	0	0
TCGA-E2-A9RU-01A-11D-A41F-09	26	14	36	1	0	4	13	7	0
TCGA-E9-A1N3-01A-12D-A159-09	2	0	22	0	5	3	0	0	0
TCGA-E9-A1N4-01A-11D-A14K-09	7	5	0	6	0	0	8	7	0
TCGA-E9-A1N5-01A-11D-A14G-09	2	6	0	32	0	0	0	3	0
TCGA-E9-A1N8-01A-11D-A142-09	1	0	24	0	0	0	7	0	0
TCGA-E9-A1N9-01A-11D-A14G-09	14	0	0	52	0	0	0	0	0
TCGA-E9-A1NA-01A-11D-A142-09	14	7	59	17	0	0	0	11	0
TCGA-E9-A1NC-01A-12W-A16L-09	9	0	164	45	0	0	0	0	0
TCGA-E9-A1ND-01A-11D-A142-09	23	9	63	2	0	0	0	9	0
TCGA-E9-A1NE-01A-21D-A14K-09	3	0	36	0	7	5	0	0	0
TCGA-E9-A1NF-01A-11D-A14G-09	8	12	22	13	0	0	0	0	0
TCGA-E9-A1NG-01A-21D-A14K-09	3	0	0	18	0	0	0	0	0
TCGA-E9-A1NH-01A-11D-A14G-09	7	0	0	25	0	0	0	0	0
TCGA-E9-A1NI-01A-11W-A16H-09	11	0	125	21	0	0	0	0	0
TCGA-E9-A1QZ-01A-21D-A167-09	7	0	0	2	0	0	0	0	12
TCGA-E9-A1R0-01A-22D-A16D-09	7	6	0	13	7	0	0	5	0
TCGA-E9-A1R2-01A-11D-A14G-09	3	2	39	0	0	0	0	10	0
TCGA-E9-A1R3-01A-31D-A14K-09	4	3	0	18	0	0	0	0	0
TCGA-E9-A1R4-01A-21D-A14G-09	13	43	0	49	0	0	0	41	0
TCGA-E9-A1R5-01A-11D-A14K-09	19	0	0	23	0	0	0	0	0
TCGA-E9-A1R6-01A-11D-A14G-09	9	0	0	16	0	2	5	0	0
TCGA-E9-A1R7-01A-11D-A14K-09	0	7	0	32	14	0	0	3	0
TCGA-E9-A1RA-01A-11D-A14G-09	6	4	0	13	0	0	0	0	0
TCGA-E9-A1RB-01A-11D-A17G-09	0	0	0	15	21	0	0	0	0
TCGA-E9-A1RC-01A-11D-A159-09	18	0	0	32	0	0	0	0	0
TCGA-E9-A1RD-01A-11D-A159-09	2	6	0	6	5	0	0	1	0
TCGA-E9-A1RE-01A-11D-A159-09	15	0	0	26	17	0	0	0	0
TCGA-E9-A1RF-01A-11D-A159-09	24	0	111	22	0	0	0	0	0
TCGA-E9-A1RG-01A-11D-A14G-09	7	0	0	34	0	0	0	0	0
TCGA-E9-A1RH-01A-21D-A167-09	10	0	45	34	18	0	0	0	0
TCGA-E9-A1RI-01A-11D-A167-09	5	2	16	0	0	0	0	0	0
TCGA-E9-A226-01A-21D-A159-09	7	9	0	14	0	0	14	22	0
TCGA-E9-A227-01A-11D-A159-09	1	0	0	15	0	0	0	0	0
TCGA-E9-A228-01A-31D-A159-09	16	11	0	20	0	0	0	5	0
TCGA-E9-A229-01A-31D-A17G-09	8	1	0	16	0	0	0	4	0
TCGA-E9-A22A-01A-11D-A159-09	7	7	0	11	0	0	0	7	0
TCGA-E9-A22B-01A-11D-A159-09	18	9	0	39	0	0	0	5	0
TCGA-E9-A22D-01A-11D-A159-09	11	0	0	9	0	0	3	0	0
TCGA-E9-A22E-01A-11D-A159-09	11	12	99	0	0	0	0	22	0
TCGA-E9-A22G-01A-11D-A159-09	2	0	72	31	0	0	0	0	0
TCGA-E9-A22H-01A-11D-A159-09	10	0	0	16	0	0	0	0	0
TCGA-E9-A243-01A-21D-A167-09	9	6	59	0	0	0	0	9	0
TCGA-E9-A244-01A-11D-A167-09	20	0	75	6	0	0	0	0	0
TCGA-E9-A245-01A-22D-A16D-09	2	0	0	30	0	0	0	0	0
TCGA-E9-A247-01A-11D-A167-09	8	0	0	13	26	0	0	7	0
TCGA-E9-A248-01A-11D-A167-09	18	5	0	0	0	0	0	0	0
TCGA-E9-A249-01A-11D-A167-09	5	0	0	7	12	0	0	0	0
TCGA-E9-A24A-01A-11D-A167-09	6	0	0	12	0	3	0	0	0
TCGA-E9-A295-01A-11D-A16D-09	25	0	0	34	0	0	0	0	32
TCGA-E9-A2JS-01A-11D-A17W-09	20	0	0	21	0	0	9	0	24
TCGA-E9-A2JT-01A-22D-A18P-09	2	11	0	1	0	0	0	8	0
TCGA-E9-A3HO-01A-11D-A20S-09	4	0	49	15	0	0	0	0	0
TCGA-E9-A3QA-01A-61D-A228-09	3	11	36	9	0	0	0	15	0
TCGA-E9-A3X8-01A-31D-A22X-09	4	0	0	24	0	0	0	7	0
TCGA-E9-A54Y-01A-11D-A25Q-09	13	6	0	33	0	0	0	0	0
TCGA-E9-A5FK-01A-11D-A27P-09	5	0	0	24	0	0	0	0	0
TCGA-E9-A5FL-01A-11D-A27P-09	8	6	88	0	13	0	0	15	0
TCGA-E9-A5UO-01A-11D-A28B-09	10	0	0	24	0	0	0	0	0
TCGA-E9-A6HE-01A-11D-A31U-09	6	0	0	7	8	0	0	0	0
TCGA-EW-A1IW-01A-11D-A13L-09	16	37	0	33	0	0	0	24	0
TCGA-EW-A1IX-01A-12D-A142-09	1	12	0	18	0	0	0	17	0
TCGA-EW-A1IY-01A-11D-A188-09	1	9	0	7	0	0	15	3	0
TCGA-EW-A1IZ-01A-11D-A188-09	88	0	0	188	124	0	0	0	0
TCGA-EW-A1J1-01A-11D-A188-09	8	0	0	8	0	0	7	0	0
TCGA-EW-A1J2-01A-21D-A13L-09	7	3	0	18	0	0	0	0	0
TCGA-EW-A1J3-01A-11D-A13L-09	6	0	0	22	0	0	0	0	0
TCGA-EW-A1J5-01A-11D-A13L-09	19	234	0	39	0	0	0	194	0
TCGA-EW-A1J6-01A-11D-A188-09	11	0	0	31	0	0	0	0	0
TCGA-EW-A1OV-01A-11D-A142-09	12	69	0	16	0	0	0	35	0
TCGA-EW-A1OX-01A-11D-A142-09	5	0	0	25	0	0	0	7	0
TCGA-EW-A1OY-01A-11D-A142-09	25	0	0	43	0	0	0	0	0
TCGA-EW-A1OZ-01A-11D-A142-09	23	0	0	47	0	0	0	0	0
TCGA-EW-A1P0-01A-11D-A142-09	3	0	16	2	0	0	0	0	0
TCGA-EW-A1P1-01A-31D-A14G-09	2	0	25	0	0	0	0	0	0
TCGA-EW-A1P3-01A-11D-A142-09	5	0	0	24	0	0	0	0	0
TCGA-EW-A1P4-01A-21D-A142-09	9	0	0	57	0	0	0	9	0
TCGA-EW-A1P5-01A-11D-A142-09	13	0	0	9	0	0	0	0	0
TCGA-EW-A1P6-01A-11D-A142-09	8	0	0	20	0	0	0	0	0
TCGA-EW-A1P7-01A-21D-A142-09	0	0	17	0	5	0	0	0	0
TCGA-EW-A1P8-01A-11D-A142-09	5	0	26	17	0	0	0	0	0
TCGA-EW-A1PA-01A-11D-A142-09	4	4	26	0	0	0	10	0	0
TCGA-EW-A1PB-01A-11D-A142-09	8	25	79	0	0	0	0	46	0
TCGA-EW-A1PD-01A-11D-A142-09	5	8	64	1	0	0	0	10	0
TCGA-EW-A1PE-01A-11D-A142-09	1	10	0	7	16	0	0	0	0
TCGA-EW-A1PG-01A-11D-A142-09	3	0	0	4	0	0	8	0	0
TCGA-EW-A1PH-01A-11D-A14K-09	9	0	0	29	11	0	0	0	0
TCGA-EW-A2FR-01A-11D-A21Q-09	10	6	0	26	0	0	0	8	0
TCGA-EW-A2FS-01A-11D-A17D-09	8	0	0	36	0	0	0	0	0
TCGA-EW-A2FV-01A-11D-A17D-09	7	0	0	24	0	0	5	0	0
TCGA-EW-A2FW-01A-11D-A17D-09	11	0	0	14	0	0	0	0	0
TCGA-EW-A423-01A-11D-A243-09	19	6	0	39	0	0	0	9	0
TCGA-EW-A6S9-01A-22D-A33E-09	9	0	0	17	0	0	0	0	0
TCGA-EW-A6SA-01A-21D-A32I-09	27	9	47	24	0	0	0	0	0
TCGA-EW-A6SB-01A-12D-A32I-09	22	0	0	51	0	0	0	0	0
TCGA-EW-A6SC-01A-12D-A32I-09	7	4	0	22	0	0	0	0	0
TCGA-EW-A6SD-01A-12D-A33E-09	12	16	0	19	0	0	0	19	0
TCGA-GI-A2C8-01A-11D-A16D-09	16	4	95	3	0	0	0	11	0
TCGA-GM-A2D9-01A-11D-A18P-09	20	269	0	38	0	0	41	197	0
TCGA-GM-A2DA-01A-11D-A18P-09	14	4	0	16	0	0	0	5	0
TCGA-GM-A2DB-01A-31D-A19Y-09	26	0	91	6	0	0	0	0	0
TCGA-GM-A2DC-01A-11D-A18P-09	15	0	0	10	0	0	0	0	0
TCGA-GM-A2DD-01A-11D-A17W-09	1	0	29	18	18	0	0	0	0
TCGA-GM-A2DF-01A-11D-A17W-09	9	0	38	0	0	0	0	0	0
TCGA-GM-A2DH-01A-11D-A17W-09	17	33	85	8	0	0	0	66	0
TCGA-GM-A2DI-01A-31D-A18P-09	7	29	0	4	0	0	10	21	0
TCGA-GM-A2DK-01A-21D-A17W-09	7	0	0	23	0	0	0	0	0
TCGA-GM-A2DL-01A-11D-A18P-09	8	8	0	14	0	0	0	5	15
TCGA-GM-A2DM-01A-11D-A17W-09	1	0	0	19	0	0	3	0	0
TCGA-GM-A2DN-01A-11D-A17W-09	4	0	0	17	0	0	0	0	0
TCGA-GM-A2DO-01A-11D-A19Y-09	3	82	0	25	0	0	24	77	0
TCGA-GM-A3NW-01A-21D-A228-09	11	29	0	13	15	0	0	23	0
TCGA-GM-A3XL-01A-11D-A22X-09	8	10	70	17	0	0	0	28	0
TCGA-GM-A4E0-01A-12D-A25Q-09	9	0	0	17	0	0	0	0	12
TCGA-GM-A5PV-01A-11D-A28B-09	6	8	17	9	0	0	0	0	0
TCGA-GM-A5PX-01A-12D-A28B-09	5	4	0	24	0	0	0	2	0
TCGA-HN-A2NL-01A-11D-A18P-09	8	0	0	58	0	0	0	0	19
TCGA-HN-A2OB-01A-21D-A27P-09	9	0	0	11	0	0	0	0	0
TCGA-JL-A3YX-01A-11D-A22X-09	2	14	0	13	8	0	0	6	0
TCGA-LD-A66U-01A-11D-A31U-09	3	0	0	16	15	0	0	0	0
TCGA-LD-A74U-01A-13D-A33E-09	28	149	0	52	0	0	0	94	0
TCGA-LD-A7W5-01A-22D-A351-09	18	7	0	25	0	0	0	5	0
TCGA-LD-A7W6-01A-81D-A351-09	12	6	0	28	0	0	0	0	0
TCGA-LD-A9QF-01A-32D-A41F-09	17	0	0	17	0	0	0	0	0
TCGA-LL-A440-01A-11D-A243-09	4	0	0	7	0	0	0	0	0
TCGA-LL-A50Y-01A-11D-A25Q-09	12	0	0	31	0	0	0	0	0
TCGA-LL-A5YL-01A-12D-A29N-09	17	22	0	26	0	0	14	8	0
TCGA-LL-A5YM-01A-11D-A28B-09	9	0	0	24	0	0	0	0	0
TCGA-LL-A5YN-01A-11D-A28B-09	7	0	0	29	0	0	0	0	0
TCGA-LL-A5YO-01A-21D-A28B-09	2	3	29	9	0	0	0	12	0
TCGA-LL-A5YP-01A-21D-A28B-09	6	8	80	0	0	0	0	0	0
TCGA-LL-A6FP-01A-11D-A31U-09	7	9	0	49	0	0	11	0	0
TCGA-LL-A6FQ-01A-11D-A31U-09	16	0	0	35	0	0	0	0	0
TCGA-LL-A6FR-01A-12D-A31U-09	11	0	0	33	0	0	0	0	0
TCGA-LL-A73Y-01A-11D-A33E-09	12	33	0	47	0	0	0	81	0
TCGA-LL-A73Z-01A-11D-A32I-09	3	0	29	9	17	0	0	0	0
TCGA-LL-A740-01A-21D-A32I-09	9	0	0	52	0	0	0	0	0
TCGA-LL-A7SZ-01A-32D-A351-09	19	5	0	34	0	0	0	0	0
TCGA-LL-A7T0-01A-31D-A351-09	19	0	0	33	0	0	0	0	17
TCGA-LL-A8F5-01A-11D-A36J-09	22	0	116	52	0	0	0	0	0
TCGA-LL-A9Q3-01A-11D-A41F-09	8	9	0	26	19	0	0	0	0
TCGA-OK-A5Q2-01A-11D-A27P-09	13	0	0	14	0	0	11	0	0
TCGA-OL-A5D6-01A-21D-A27P-09	16	6	31	0	0	0	0	0	0
TCGA-OL-A5D7-01A-11D-A27P-09	6	5	41	0	10	0	0	7	0
TCGA-OL-A5D8-01A-11D-A27P-09	7	0	0	26	0	0	0	0	0
TCGA-OL-A5DA-01A-11D-A27P-09	11	24	0	21	0	0	14	27	0
TCGA-OL-A5RU-01A-11D-A28B-09	7	0	0	21	13	0	0	0	0
TCGA-OL-A5RV-01A-12D-A28B-09	8	0	0	10	0	0	0	0	0
TCGA-OL-A5RW-01A-11D-A28B-09	8	38	97	22	0	0	0	73	0
TCGA-OL-A5RX-01A-11D-A28B-09	1	0	0	13	19	0	0	0	0
TCGA-OL-A5RY-01A-21D-A28B-09	2	0	0	6	8	0	0	0	0
TCGA-OL-A5RZ-01A-11D-A28B-09	31	11	75	0	0	0	13	0	0
TCGA-OL-A5S0-01A-11D-A28B-09	6	0	0	21	11	0	0	0	0
TCGA-OL-A66H-01A-11D-A29N-09	2	0	0	10	10	0	0	0	0
TCGA-OL-A66I-01A-21D-A29N-09	11	0	0	33	0	0	0	0	0
TCGA-OL-A66J-01A-11D-A29N-09	18	8	21	13	0	0	0	0	0
TCGA-OL-A66K-01A-11D-A29N-09	6	0	0	17	20	0	0	0	0
TCGA-OL-A66L-01A-12D-A31U-09	4	37	0	12	0	0	10	22	0
TCGA-OL-A66N-01A-12D-A31U-09	19	0	0	27	0	0	0	0	0
TCGA-OL-A66O-01A-11D-A31U-09	9	0	18	0	0	0	0	0	0
TCGA-OL-A66P-01A-11D-A31U-09	10	0	0	88	0	0	0	0	0
TCGA-OL-A6VO-01A-12D-A33E-09	14	0	0	19	0	0	0	0	0
TCGA-OL-A6VQ-01A-12D-A41F-09	6	25	0	5	0	0	0	10	42
TCGA-OL-A6VR-01A-32D-A33E-09	3	0	0	2	7	0	0	0	0
TCGA-OL-A97C-01A-32D-A41F-09	7	0	0	45	15	0	0	0	0
TCGA-PE-A5DC-01A-12D-A27P-09	9	0	95	13	19	0	0	0	0
TCGA-PE-A5DD-01A-12D-A27P-09	10	19	0	33	0	0	0	9	0
TCGA-PE-A5DE-01A-11D-A27P-09	20	294	0	14	0	0	113	185	0
TCGA-PL-A8LV-01A-21D-A41F-09	11	14	63	30	0	0	0	23	0
TCGA-PL-A8LX-01A-11D-A41F-09	3	0	0	20	20	0	0	0	0
TCGA-PL-A8LY-01A-11D-A41F-09	2	0	0	0	0	0	0	0	4
TCGA-PL-A8LZ-01A-31D-A36J-09	5	12	57	4	0	0	10	0	33
TCGA-S3-A6ZF-01A-32D-A32I-09	16	0	0	25	0	0	0	0	0
TCGA-S3-A6ZG-01A-22D-A32I-09	13	0	0	27	0	0	9	0	0
TCGA-S3-A6ZH-01A-22D-A32I-09	8	0	0	11	14	0	8	0	0
TCGA-S3-AA0Z-01A-11D-A41F-09	6	11	0	33	14	0	0	10	0
TCGA-S3-AA10-01A-21D-A41F-09	3	0	0	92	0	0	0	0	72
TCGA-S3-AA11-01A-31D-A41F-09	4	0	31	31	0	0	0	0	24
TCGA-S3-AA12-01A-11D-A41F-09	11	0	24	18	0	0	0	0	0
TCGA-S3-AA14-01A-11D-A41F-09	9	3	0	9	0	0	0	3	0
TCGA-S3-AA15-01A-11D-A41F-09	4	14	0	0	0	0	10	26	0
TCGA-S3-AA17-01A-11D-A41F-09	19	7	80	37	0	0	0	0	0
TCGA-UL-AAZ6-01A-11D-A41F-09	9	11	89	0	17	0	0	0	0
TCGA-UU-A93S-01A-21D-A41F-09	6	0	70	31	25	0	0	0	49
TCGA-V7-A7HQ-01A-11D-A33E-09	1	0	0	19	0	0	0	5	0
TCGA-W8-A86G-01A-21D-A36J-09	11	0	19	0	0	0	0	0	0
TCGA-WT-AB41-01A-11D-A41F-09	11	21	0	22	0	0	0	0	0
TCGA-WT-AB44-01A-11D-A41F-09	10	0	0	19	19	0	0	0	0
TCGA-XX-A899-01A-11D-A36J-09	2	8	0	14	0	0	12	10	0
TCGA-XX-A89A-01A-11D-A36J-09	16	58	0	26	0	0	26	98	0
TCGA-Z7-A8R5-01A-42D-A41F-09	23	0	0	11	0	0	0	0	0
