Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
TCGA-D8-A1XR-01A-11D-A14K-09	3	0	3	8	12	0	0	3
TCGA-D8-A1XS-01A-11D-A14K-09	5	1	0	6	1	5	8	2
TCGA-D8-A1XT-01A-11D-A14K-09	3	3	6	11	0	1	7	9
TCGA-D8-A1XU-01A-11D-A14K-09	10	0	3	6	2	0	7	3
TCGA-D8-A1XV-01A-11D-A14K-09	1	4	3	17	0	0	8	5
TCGA-D8-A1XW-01A-11D-A14K-09	8	10	56	9	10	0	19	10
TCGA-D8-A1XY-01A-11D-A14K-09	6	1	2	28	8	2	8	3
TCGA-D8-A1XZ-01A-11D-A14K-09	0	12	0	33	6	7	9	20
TCGA-D8-A1Y0-01A-11D-A14K-09	3	13	28	6	9	5	14	4
TCGA-D8-A1Y1-01A-21D-A14K-09	25	0	0	157	55	7	0	1
TCGA-D8-A1Y2-01A-11D-A159-09	7	3	0	7	3	1	1	0
TCGA-D8-A1Y3-01A-11D-A159-09	3	0	21	30	1	2	0	6
TCGA-D8-A27E-01A-11D-A16D-09	1	0	0	1	2	1	6	3
TCGA-D8-A27F-01A-11D-A16D-09	1	15	22	6	7	2	12	8
TCGA-D8-A27G-01A-11D-A16D-09	590	486	0	0	0	16	0	0
TCGA-D8-A27I-01A-11D-A16D-09	6	4	5	9	5	2	6	0
TCGA-D8-A27K-01A-11D-A16D-09	0	2	4	9	1	0	2	6
TCGA-D8-A27L-01A-11D-A16D-09	17	5	11	7	0	1	1	9
TCGA-D8-A27M-01A-11D-A16D-09	1	16	14	11	7	8	16	6
TCGA-D8-A27N-01A-11D-A16D-09	2	2	9	22	5	1	8	7
TCGA-D8-A27P-01A-11D-A16D-09	2	0	1	9	5	0	8	7
TCGA-D8-A27R-01A-11D-A16D-09	2	2	14	4	2	3	5	5
TCGA-D8-A27T-01A-11D-A16D-09	5	0	0	15	4	0	6	1
TCGA-D8-A27V-01A-12D-A17D-09	104	92	23	5	0	8	0	16
TCGA-D8-A27W-01A-11D-A16D-09	3	3	0	23	8	3	4	6
TCGA-D8-A3Z6-01A-11D-A23C-09	7	1	0	13	8	0	7	2
TCGA-D8-A4Z1-01A-21D-A25Q-09	31	26	0	3	0	8	2	6
TCGA-D8-A73U-01A-11D-A33E-09	114	24	33	9	4	4	0	13
TCGA-D8-A73W-01A-22D-A351-09	3	2	0	16	12	0	9	10
TCGA-D8-A73X-01A-11D-A32I-09	8	0	0	18	11	3	10	0
TCGA-E2-A10A-01A-21D-A10Y-09	3	1	0	2	1	0	10	7
TCGA-E2-A10C-01A-21D-A10M-09	280	189	0	0	0	18	0	0
TCGA-E2-A14N-01A-31D-A135-09	5	15	20	10	3	5	23	11
TCGA-E2-A14O-01A-31D-A10Y-09	1	0	0	18	0	7	9	1
TCGA-E2-A14P-01A-31D-A12B-09	23	9	1	26	10	11	17	14
TCGA-E2-A14Q-01A-11D-A12B-09	6	1	7	16	0	0	4	5
TCGA-E2-A14R-01A-11D-A10Y-09	3	23	50	6	24	7	29	10
TCGA-E2-A14T-01A-11D-A10Y-09	6	5	0	12	8	6	5	1
TCGA-E2-A14V-01A-11D-A12B-09	21	30	11	25	5	11	14	5
TCGA-E2-A14W-01A-11D-A12B-09	2	12	35	4	6	5	16	12
TCGA-E2-A14X-01A-11D-A10Y-09	7	2	0	16	3	5	5	3
TCGA-E2-A14Y-01A-21D-A12B-09	12	13	6	9	2	0	0	2
TCGA-E2-A14Z-01A-11D-A10Y-09	25	2	15	10	0	9	19	7
TCGA-E2-A150-01A-11D-A12B-09	2	5	17	16	14	10	9	10
TCGA-E2-A152-01A-11D-A12B-09	64	62	0	7	2	17	10	6
TCGA-E2-A153-01A-12D-A12B-09	4	0	0	14	2	1	2	1
TCGA-E2-A154-01A-11D-A10Y-09	1	0	0	20	1	11	18	7
TCGA-E2-A155-01A-11D-A12B-09	14	2	3	23	15	3	13	11
TCGA-E2-A156-01A-11D-A12B-09	3	1	4	7	3	1	5	0
TCGA-E2-A158-01A-11D-A12B-09	0	6	40	9	10	3	11	14
TCGA-E2-A159-01A-11D-A10Y-09	61	74	27	9	0	0	8	4
TCGA-E2-A15A-01A-11D-A12B-09	0	4	9	14	2	1	21	11
TCGA-E2-A15C-01A-31D-A12B-09	2	0	10	19	4	0	4	7
TCGA-E2-A15D-01A-11D-A10Y-09	0	2	2	8	10	4	1	5
TCGA-E2-A15E-01A-11D-A12B-09	1	7	1	16	7	0	9	2
TCGA-E2-A15G-01A-11D-A12B-09	10	0	14	20	2	3	16	8
TCGA-E2-A15H-01A-11D-A12B-09	0	1	0	14	7	1	5	8
TCGA-E2-A15I-01A-21D-A135-09	5	0	4	13	0	1	9	5
TCGA-E2-A15J-01A-11D-A12Q-09	1	0	5	8	4	1	4	3
TCGA-E2-A15K-01A-11D-A12Q-09	1	2	15	19	5	2	2	10
TCGA-E2-A15L-01A-11D-A12B-09	1	4	6	14	8	1	2	0
TCGA-E2-A15M-01A-11D-A12B-09	25	15	9	29	13	1	24	8
TCGA-E2-A15O-01A-11D-A10Y-09	2	0	8	13	1	1	11	2
TCGA-E2-A15P-01A-11D-A10Y-09	2	0	4	8	11	2	1	3
TCGA-E2-A15R-01A-11D-A10Y-09	5	0	0	23	1	3	11	5
TCGA-E2-A15S-01A-11D-A10Y-09	7	4	16	5	16	0	16	4
TCGA-E2-A15T-01A-11D-A10Y-09	0	3	8	18	0	1	4	8
TCGA-E2-A1AZ-01A-11D-A12Q-09	10	18	0	1	6	12	16	3
TCGA-E2-A1B0-01A-11D-A12Q-09	5	4	13	12	10	6	6	4
TCGA-E2-A1B1-01A-21D-A12Q-09	15	16	12	10	0	0	1	11
TCGA-E2-A1B4-01A-11D-A12Q-09	7	0	9	3	4	4	9	7
TCGA-E2-A1B5-01A-21D-A12Q-09	17	8	0	9	2	3	3	1
TCGA-E2-A1B6-01A-31D-A12Q-09	1	3	14	10	10	0	13	0
TCGA-E2-A1BC-01A-11D-A14G-09	0	3	12	9	4	0	8	5
TCGA-E2-A1BD-01A-11D-A12Q-09	0	2	3	19	0	4	6	5
TCGA-E2-A1IE-01A-11D-A188-09	0	0	0	10	0	0	15	9
TCGA-E2-A1IF-01A-11D-A142-09	0	0	1	2	8	1	5	3
TCGA-E2-A1IG-01A-11D-A142-09	2	0	16	21	2	4	0	5
TCGA-E2-A1IH-01A-11D-A188-09	20	24	7	10	16	1	6	3
TCGA-E2-A1II-01A-11D-A142-09	0	2	20	7	2	0	0	1
TCGA-E2-A1IJ-01A-11D-A142-09	1	0	3	1	2	0	7	3
TCGA-E2-A1IK-01A-11D-A17G-09	0	2	4	3	1	7	0	0
TCGA-E2-A1IL-01A-11D-A14G-09	0	0	7	9	3	5	9	4
TCGA-E2-A1IN-01A-11D-A13L-09	99	98	0	9	14	0	17	4
TCGA-E2-A1IO-01A-11D-A142-09	2	0	0	4	0	2	6	0
TCGA-E2-A1IU-01A-11D-A14G-09	10	2	0	2	3	7	7	4
TCGA-E2-A1L6-01A-11D-A13L-09	2	0	0	2	4	6	4	6
TCGA-E2-A1L7-01A-11D-A142-09	2	3	33	5	9	2	16	7
TCGA-E2-A1L8-01A-11D-A13L-09	4	1	8	5	11	0	8	0
TCGA-E2-A1L9-01A-11D-A13L-09	2	0	0	11	4	3	7	3
TCGA-E2-A1LA-01A-11D-A142-09	2	6	65	7	18	1	3	6
TCGA-E2-A1LB-01A-11D-A142-09	12	11	18	2	6	4	5	0
TCGA-E2-A1LG-01A-21D-A14K-09	55	111	0	5	0	7	0	16
TCGA-E2-A1LH-01A-11D-A14G-09	20	49	92	14	12	4	22	7
TCGA-E2-A1LI-01A-12D-A159-09	7	6	6	1	2	2	5	0
TCGA-E2-A1LK-01A-21D-A14G-09	0	5	0	34	8	7	0	1
TCGA-E2-A1LL-01A-11D-A142-09	5	7	12	7	15	1	28	4
TCGA-E2-A1LS-01A-12D-A159-09	0	7	36	6	10	4	7	10
TCGA-E2-A2P6-01A-11D-A19Y-09	105	33	0	20	9	5	0	17
TCGA-E2-A56Z-01A-12D-A29N-09	2	0	5	16	14	7	6	7
TCGA-E2-A570-01A-11D-A29N-09	0	1	9	13	0	0	0	7
TCGA-E2-A572-01A-13D-A31U-09	1	1	10	10	6	0	0	0
TCGA-E2-A573-01A-11D-A29N-09	0	7	24	10	14	4	14	4
TCGA-E2-A574-01A-11D-A29N-09	36	41	28	23	1	11	3	13
TCGA-E2-A576-01A-11D-A31U-09	1	2	18	27	0	6	5	10
TCGA-E2-A9RU-01A-11D-A41F-09	16	9	12	34	15	14	0	8
TCGA-E9-A1N3-01A-12D-A159-09	0	3	8	3	8	2	7	3
TCGA-E9-A1N4-01A-11D-A14K-09	8	8	2	8	2	6	3	0
TCGA-E9-A1N5-01A-11D-A14G-09	14	3	8	0	13	2	3	5
TCGA-E9-A1N8-01A-11D-A142-09	4	3	10	0	9	6	4	0
TCGA-E9-A1N9-01A-11D-A14G-09	7	0	35	15	7	2	4	0
TCGA-E9-A1NA-01A-11D-A142-09	8	17	31	14	2	7	34	10
TCGA-E9-A1NC-01A-12W-A16L-09	11	3	126	0	55	0	27	11
TCGA-E9-A1ND-01A-11D-A142-09	10	13	23	20	26	0	18	5
TCGA-E9-A1NE-01A-21D-A14K-09	3	2	29	4	6	3	6	6
TCGA-E9-A1NF-01A-11D-A14G-09	19	0	12	9	0	5	7	8
TCGA-E9-A1NG-01A-21D-A14K-09	1	0	2	4	0	1	8	7
TCGA-E9-A1NH-01A-11D-A14G-09	1	1	15	8	3	1	0	4
TCGA-E9-A1NI-01A-11W-A16H-09	1	0	101	3	27	0	23	8
TCGA-E9-A1QZ-01A-21D-A167-09	0	0	0	7	2	0	13	1
TCGA-E9-A1R0-01A-22D-A16D-09	7	5	1	14	0	4	3	7
TCGA-E9-A1R2-01A-11D-A14G-09	2	16	2	4	11	2	19	5
TCGA-E9-A1R3-01A-31D-A14K-09	5	0	1	4	4	2	8	3
TCGA-E9-A1R4-01A-21D-A14G-09	48	36	11	9	7	7	22	11
TCGA-E9-A1R5-01A-11D-A14K-09	4	2	11	14	0	5	9	3
TCGA-E9-A1R6-01A-11D-A14G-09	1	1	1	12	2	9	10	3
TCGA-E9-A1R7-01A-11D-A14K-09	10	2	11	9	7	0	10	10
TCGA-E9-A1RA-01A-11D-A14G-09	6	0	9	6	0	1	2	4
TCGA-E9-A1RB-01A-11D-A17G-09	0	0	0	7	15	1	10	6
TCGA-E9-A1RC-01A-11D-A159-09	1	1	7	19	7	4	12	3
TCGA-E9-A1RD-01A-11D-A159-09	6	1	1	5	3	0	5	3
TCGA-E9-A1RE-01A-11D-A159-09	3	1	5	21	15	4	6	9
TCGA-E9-A1RF-01A-11D-A159-09	6	18	59	26	7	5	36	15
TCGA-E9-A1RG-01A-11D-A14G-09	4	3	19	7	7	1	0	1
TCGA-E9-A1RH-01A-21D-A167-09	8	12	16	24	12	8	17	18
TCGA-E9-A1RI-01A-11D-A167-09	5	0	0	4	6	1	5	3
TCGA-E9-A226-01A-21D-A159-09	12	25	10	11	0	10	0	4
TCGA-E9-A227-01A-11D-A159-09	1	2	5	1	0	1	4	4
TCGA-E9-A228-01A-31D-A159-09	12	5	0	22	3	0	8	3
TCGA-E9-A229-01A-31D-A17G-09	2	5	0	13	4	2	2	4
TCGA-E9-A22A-01A-11D-A159-09	8	5	14	6	0	0	4	0
TCGA-E9-A22B-01A-11D-A159-09	10	4	27	23	0	2	1	8
TCGA-E9-A22D-01A-11D-A159-09	1	2	0	14	5	9	0	1
TCGA-E9-A22E-01A-11D-A159-09	13	28	56	10	8	1	29	6
TCGA-E9-A22G-01A-11D-A159-09	1	9	41	0	27	3	30	7
TCGA-E9-A22H-01A-11D-A159-09	2	0	5	13	0	1	2	4
TCGA-E9-A243-01A-21D-A167-09	6	12	30	3	17	2	10	7
TCGA-E9-A244-01A-11D-A167-09	2	6	38	24	15	0	26	12
TCGA-E9-A245-01A-22D-A16D-09	2	0	16	0	1	2	8	6
TCGA-E9-A247-01A-11D-A167-09	0	7	1	19	21	3	7	2
TCGA-E9-A248-01A-11D-A167-09	4	1	0	12	8	0	0	0
TCGA-E9-A249-01A-11D-A167-09	1	0	0	8	7	2	9	0
TCGA-E9-A24A-01A-11D-A167-09	0	0	12	7	0	5	1	0
TCGA-E9-A295-01A-11D-A16D-09	4	5	7	34	0	11	34	6
TCGA-E9-A2JS-01A-11D-A17W-09	4	1	0	38	0	10	27	6
TCGA-E9-A2JT-01A-22D-A18P-09	12	7	0	0	2	2	1	0
TCGA-E9-A3HO-01A-11D-A20S-09	3	8	21	3	8	0	16	14
TCGA-E9-A3QA-01A-61D-A228-09	14	20	3	2	4	0	26	9
TCGA-E9-A3X8-01A-31D-A22X-09	3	8	3	9	0	0	10	8
TCGA-E9-A54Y-01A-11D-A25Q-09	10	0	5	15	3	3	14	6
TCGA-E9-A5FK-01A-11D-A27P-09	1	2	6	9	1	3	4	8
TCGA-E9-A5FL-01A-11D-A27P-09	6	22	29	8	18	9	30	17
TCGA-E9-A5UO-01A-11D-A28B-09	1	0	0	14	4	0	9	9
TCGA-E9-A6HE-01A-11D-A31U-09	1	0	0	12	3	2	0	6
TCGA-EW-A1IW-01A-11D-A13L-09	53	26	0	21	3	0	7	9
TCGA-EW-A1IX-01A-12D-A142-09	16	16	0	0	4	0	9	5
TCGA-EW-A1IY-01A-11D-A188-09	12	2	0	5	1	11	5	5
TCGA-EW-A1IZ-01A-11D-A188-09	10	0	0	135	206	27	11	47
TCGA-EW-A1J1-01A-11D-A188-09	0	0	3	7	2	4	9	0
TCGA-EW-A1J2-01A-21D-A13L-09	4	0	12	14	0	5	2	2
TCGA-EW-A1J3-01A-11D-A13L-09	2	0	15	6	2	0	0	5
TCGA-EW-A1J5-01A-11D-A13L-09	309	207	0	3	0	4	0	2
TCGA-EW-A1J6-01A-11D-A188-09	4	0	3	13	0	0	20	7
TCGA-EW-A1OV-01A-11D-A142-09	89	38	0	8	2	0	3	3
TCGA-EW-A1OX-01A-11D-A142-09	2	8	8	3	11	1	4	0
TCGA-EW-A1OY-01A-11D-A142-09	6	4	19	28	5	4	4	8
TCGA-EW-A1OZ-01A-11D-A142-09	8	5	11	27	4	1	14	5
TCGA-EW-A1P0-01A-11D-A142-09	0	1	11	1	3	0	5	5
TCGA-EW-A1P1-01A-31D-A14G-09	0	1	15	0	5	2	4	2
TCGA-EW-A1P3-01A-11D-A142-09	3	0	10	9	0	0	4	6
TCGA-EW-A1P4-01A-21D-A142-09	0	12	35	8	14	4	4	4
TCGA-EW-A1P5-01A-11D-A142-09	0	2	0	14	4	1	3	2
TCGA-EW-A1P6-01A-11D-A142-09	1	0	11	9	1	1	2	6
TCGA-EW-A1P7-01A-21D-A142-09	0	0	10	1	5	0	5	2
TCGA-EW-A1P8-01A-11D-A142-09	2	6	19	6	8	3	3	6
TCGA-EW-A1PA-01A-11D-A142-09	7	2	14	6	0	7	11	3
TCGA-EW-A1PB-01A-11D-A142-09	30	65	31	6	0	2	23	16
TCGA-EW-A1PD-01A-11D-A142-09	8	15	34	2	6	0	17	12
TCGA-EW-A1PE-01A-11D-A142-09	10	0	0	7	10	2	11	0
TCGA-EW-A1PG-01A-11D-A142-09	1	0	5	3	0	5	3	0
TCGA-EW-A1PH-01A-11D-A14K-09	2	4	21	19	4	6	2	2
TCGA-EW-A2FR-01A-11D-A21Q-09	8	9	12	15	0	1	3	6
TCGA-EW-A2FS-01A-11D-A17D-09	0	4	5	10	6	2	11	9
TCGA-EW-A2FV-01A-11D-A17D-09	2	0	0	9	4	5	12	7
TCGA-EW-A2FW-01A-11D-A17D-09	4	0	0	14	2	0	4	1
TCGA-EW-A423-01A-11D-A243-09	10	13	0	27	3	3	3	20
TCGA-EW-A6S9-01A-22D-A33E-09	0	1	6	10	1	3	2	5
TCGA-EW-A6SA-01A-21D-A32I-09	9	8	0	22	28	8	24	17
TCGA-EW-A6SB-01A-12D-A32I-09	5	4	25	25	7	4	6	5
TCGA-EW-A6SC-01A-12D-A32I-09	7	0	2	8	7	0	5	6
TCGA-EW-A6SD-01A-12D-A33E-09	22	18	0	10	15	1	8	0
TCGA-GI-A2C8-01A-11D-A16D-09	4	17	31	18	17	2	40	13
TCGA-GM-A2D9-01A-11D-A18P-09	354	204	4	16	0	7	0	21
TCGA-GM-A2DA-01A-11D-A18P-09	5	5	5	11	3	6	5	2
TCGA-GM-A2DB-01A-31D-A19Y-09	4	7	52	25	1	7	26	8
TCGA-GM-A2DC-01A-11D-A18P-09	0	0	5	19	0	0	1	2
TCGA-GM-A2DD-01A-11D-A17W-09	2	3	26	8	18	2	6	7
TCGA-GM-A2DF-01A-11D-A17W-09	3	6	13	15	1	2	0	12
TCGA-GM-A2DH-01A-11D-A17W-09	37	87	17	9	5	8	34	27
TCGA-GM-A2DI-01A-31D-A18P-09	39	23	0	6	0	7	0	2
TCGA-GM-A2DK-01A-21D-A17W-09	5	0	9	9	5	2	2	1
TCGA-GM-A2DL-01A-11D-A18P-09	9	4	7	9	0	7	14	4
TCGA-GM-A2DM-01A-11D-A17W-09	2	0	8	0	6	4	5	0
TCGA-GM-A2DN-01A-11D-A17W-09	3	0	4	5	3	0	7	1
TCGA-GM-A2DO-01A-11D-A19Y-09	106	89	0	0	4	13	0	14
TCGA-GM-A3NW-01A-21D-A228-09	33	21	16	19	0	2	0	7
TCGA-GM-A3XL-01A-11D-A22X-09	11	42	69	10	6	0	3	10
TCGA-GM-A4E0-01A-12D-A25Q-09	0	0	0	11	5	5	18	1
TCGA-GM-A5PV-01A-11D-A28B-09	11	0	16	5	3	2	6	0
TCGA-GM-A5PX-01A-12D-A28B-09	7	3	3	12	2	1	5	8
TCGA-HN-A2NL-01A-11D-A18P-09	0	7	27	13	7	3	29	8
TCGA-HN-A2OB-01A-21D-A27P-09	2	1	1	5	5	1	5	1
TCGA-JL-A3YX-01A-11D-A22X-09	16	5	0	10	8	0	6	3
TCGA-LD-A66U-01A-11D-A31U-09	1	0	1	10	10	2	6	8
TCGA-LD-A74U-01A-13D-A33E-09	195	94	24	26	0	1	0	11
TCGA-LD-A7W5-01A-22D-A351-09	9	5	6	19	9	5	0	6
TCGA-LD-A7W6-01A-81D-A351-09	5	0	22	12	1	0	1	8
TCGA-LD-A9QF-01A-32D-A41F-09	0	0	9	18	3	3	0	1
TCGA-LL-A440-01A-11D-A243-09	1	0	0	4	0	0	6	2
TCGA-LL-A50Y-01A-11D-A25Q-09	3	0	12	13	13	0	3	4
TCGA-LL-A5YL-01A-12D-A29N-09	27	7	4	21	0	12	8	14
TCGA-LL-A5YM-01A-11D-A28B-09	2	3	2	11	5	0	4	8
TCGA-LL-A5YN-01A-11D-A28B-09	1	0	2	8	4	2	12	10
TCGA-LL-A5YO-01A-21D-A28B-09	3	13	29	0	4	1	5	3
TCGA-LL-A5YP-01A-21D-A28B-09	8	4	25	1	12	5	30	17
TCGA-LL-A6FP-01A-11D-A31U-09	15	2	3	10	9	11	17	14
TCGA-LL-A6FQ-01A-11D-A31U-09	5	0	0	25	9	3	9	12
TCGA-LL-A6FR-01A-12D-A31U-09	1	4	15	10	10	4	0	3
TCGA-LL-A73Y-01A-11D-A33E-09	39	96	13	4	21	10	0	3
TCGA-LL-A73Z-01A-11D-A32I-09	2	0	19	11	4	0	10	14
TCGA-LL-A740-01A-21D-A32I-09	7	0	12	17	6	2	11	14
TCGA-LL-A7SZ-01A-32D-A351-09	7	0	9	18	17	5	5	0
TCGA-LL-A7T0-01A-31D-A351-09	6	5	0	22	16	7	16	2
TCGA-LL-A8F5-01A-11D-A36J-09	5	11	86	18	21	5	32	31
TCGA-LL-A9Q3-01A-11D-A41F-09	11	0	8	23	12	4	8	3
TCGA-OK-A5Q2-01A-11D-A27P-09	7	1	0	15	2	11	3	2
TCGA-OL-A5D6-01A-21D-A27P-09	7	0	20	16	0	4	3	6
TCGA-OL-A5D7-01A-11D-A27P-09	5	9	23	12	5	0	9	11
TCGA-OL-A5D8-01A-11D-A27P-09	3	1	8	13	6	0	2	2
TCGA-OL-A5DA-01A-11D-A27P-09	34	32	0	14	1	10	6	9
TCGA-OL-A5RU-01A-11D-A28B-09	1	1	10	16	3	0	3	8
TCGA-OL-A5RV-01A-12D-A28B-09	0	0	3	10	1	0	3	3
TCGA-OL-A5RW-01A-11D-A28B-09	44	87	61	0	26	1	16	18
TCGA-OL-A5RX-01A-11D-A28B-09	1	2	0	12	14	0	4	1
TCGA-OL-A5RY-01A-21D-A28B-09	1	2	0	5	4	2	1	2
TCGA-OL-A5RZ-01A-11D-A28B-09	17	8	0	40	11	12	44	4
TCGA-OL-A5S0-01A-11D-A28B-09	4	3	4	18	6	2	1	8
TCGA-OL-A66H-01A-11D-A29N-09	0	0	4	5	5	0	8	4
TCGA-OL-A66I-01A-21D-A29N-09	3	3	18	12	1	2	6	6
TCGA-OL-A66J-01A-11D-A29N-09	10	1	12	23	8	1	4	10
TCGA-OL-A66K-01A-11D-A29N-09	2	1	7	17	10	0	3	7
TCGA-OL-A66L-01A-12D-A31U-09	52	21	0	9	7	3	0	0
TCGA-OL-A66N-01A-12D-A31U-09	4	0	12	26	2	2	4	5
TCGA-OL-A66O-01A-11D-A31U-09	0	2	0	11	5	0	8	4
TCGA-OL-A66P-01A-11D-A31U-09	5	0	44	10	18	7	18	7
TCGA-OL-A6VO-01A-12D-A33E-09	1	1	13	14	2	0	0	2
TCGA-OL-A6VQ-01A-12D-A41F-09	28	8	0	10	0	4	42	3
TCGA-OL-A6VR-01A-32D-A33E-09	1	0	0	5	5	2	0	0
TCGA-OL-A97C-01A-32D-A41F-09	1	0	27	13	12	1	7	10
TCGA-PE-A5DC-01A-12D-A27P-09	8	8	51	19	14	1	31	15
TCGA-PE-A5DD-01A-12D-A27P-09	28	10	2	16	3	4	11	6
TCGA-PE-A5DE-01A-11D-A27P-09	393	178	13	10	0	58	0	30
TCGA-PL-A8LV-01A-21D-A41F-09	16	24	67	5	13	6	8	9
TCGA-PL-A8LX-01A-11D-A41F-09	1	0	6	13	21	0	2	3
TCGA-PL-A8LY-01A-11D-A41F-09	0	0	1	2	1	0	4	0
TCGA-PL-A8LZ-01A-31D-A36J-09	16	0	15	8	9	8	55	21
TCGA-S3-A6ZF-01A-32D-A32I-09	4	2	7	27	0	0	3	5
TCGA-S3-A6ZG-01A-22D-A32I-09	4	0	12	18	6	7	0	8
TCGA-S3-A6ZH-01A-22D-A32I-09	3	0	5	15	8	5	4	2
TCGA-S3-AA0Z-01A-11D-A41F-09	13	10	5	18	8	0	15	10
TCGA-S3-AA10-01A-21D-A41F-09	9	14	41	9	12	0	79	17
TCGA-S3-AA11-01A-31D-A41F-09	2	1	18	2	11	8	37	13
TCGA-S3-AA12-01A-11D-A41F-09	4	1	13	18	0	2	13	7
TCGA-S3-AA14-01A-11D-A41F-09	4	3	6	12	0	0	0	1
TCGA-S3-AA15-01A-11D-A41F-09	12	20	5	1	6	6	5	1
TCGA-S3-AA17-01A-11D-A41F-09	9	11	44	18	16	10	32	15
TCGA-UL-AAZ6-01A-11D-A41F-09	14	10	24	11	31	3	29	17
TCGA-UU-A93S-01A-21D-A41F-09	13	13	37	17	19	5	65	32
TCGA-V7-A7HQ-01A-11D-A33E-09	1	6	9	3	2	1	4	5
TCGA-W8-A86G-01A-21D-A36J-09	2	2	2	13	2	0	3	9
TCGA-WT-AB41-01A-11D-A41F-09	26	0	0	14	7	0	3	10
TCGA-WT-AB44-01A-11D-A41F-09	0	0	2	23	9	3	9	9
TCGA-XX-A899-01A-11D-A36J-09	13	10	0	3	1	12	8	6
TCGA-XX-A89A-01A-11D-A36J-09	75	115	24	18	0	11	0	7
TCGA-Z7-A8R5-01A-42D-A41F-09	0	0	0	26	2	0	5	2
TCGA-Z7-A8R6-01A-11D-A41F-09	38	18	0	12	15	7	0	12
